epoch,train_loss,train_acc,val_loss,val_acc,seed,model,experiment
0,0.6988074045327806,0.5033610755441741,0.6945528339385987,0.5128,0,ICLTransformer,task_A_OOD
1,0.6967620370330029,0.49991997439180536,0.6982560858726502,0.4978,0,ICLTransformer,task_A_OOD
2,0.6975497459937913,0.5010203265044815,0.6997020816802979,0.4982,0,ICLTransformer,task_A_OOD
3,0.6963311135387299,0.5004801536491678,0.6983766805648803,0.5014,0,ICLTransformer,task_A_OOD
4,0.6941685768156748,0.5003801216389244,0.6950874764442444,0.4944,0,ICLTransformer,task_A_OOD
5,0.6925335153269554,0.5164052496798975,0.6949552362442016,0.5186,0,ICLTransformer,task_A_OOD
6,0.6801551123282058,0.5671214788732394,0.6982290713310242,0.522,0,ICLTransformer,task_A_OOD
7,0.6237749958389395,0.6510083226632523,0.6981703643798828,0.5428,0,ICLTransformer,task_A_OOD
8,0.5615753502455014,0.7095470550576184,0.6969469096183777,0.5604,0,ICLTransformer,task_A_OOD
9,0.5354820401354117,0.7323143405889885,0.6771896785736083,0.5948,0,ICLTransformer,task_A_OOD
10,0.516996805554926,0.7432978553137004,0.6951513353347778,0.5886,0,ICLTransformer,task_A_OOD
11,0.5028356788024096,0.7574823943661971,0.6896965967178345,0.5962,0,ICLTransformer,task_A_OOD
12,0.4901584209385358,0.7634643085787451,0.6552139768600463,0.6356,0,ICLTransformer,task_A_OOD
13,0.48180438370161266,0.7678457106274008,0.6703460622787476,0.6276,0,ICLTransformer,task_A_OOD
14,0.47992221711539734,0.7720270486555698,0.6396530609130859,0.643,0,ICLTransformer,task_A_OOD
15,0.4734555654580706,0.7748479513444302,0.6412819947242737,0.6464,0,ICLTransformer,task_A_OOD
16,0.46876842680264375,0.7770486555697823,0.6328100794792175,0.6644,0,ICLTransformer,task_A_OOD
17,0.46541127619761663,0.778169014084507,0.6277539457321167,0.6584,0,ICLTransformer,task_A_OOD
18,0.46365159688930047,0.779509443021767,0.6234298072814941,0.6642,0,ICLTransformer,task_A_OOD
19,0.46183967235451623,0.7823103393085787,0.628035401725769,0.6616,0,ICLTransformer,task_A_OOD
0,0.6974766937474435,0.504241357234315,0.6990120170593261,0.4746,1,ICLTransformer,task_A_OOD
1,0.6963505677773919,0.5035611395646606,0.6996392894744873,0.4964,1,ICLTransformer,task_A_OOD
2,0.6973033541295959,0.49979993597951344,0.6981528440475464,0.5096,1,ICLTransformer,task_A_OOD
3,0.6963928405972968,0.499479833546735,0.694421357536316,0.5048,1,ICLTransformer,task_A_OOD
4,0.6943391846938872,0.5021606914212549,0.695876420211792,0.4934,1,ICLTransformer,task_A_OOD
5,0.6937838569188087,0.5032410371318822,0.6941937644958496,0.5062,1,ICLTransformer,task_A_OOD
6,0.6928397395699338,0.5148047375160051,0.6960380477905274,0.5156,1,ICLTransformer,task_A_OOD
7,0.6852115924623956,0.5545774647887324,0.6943862753868103,0.5178,1,ICLTransformer,task_A_OOD
8,0.6664493910481775,0.5925696222791293,0.7015407378196716,0.527,1,ICLTransformer,task_A_OOD
9,0.5993217137116323,0.6740356914212549,0.6895001390457153,0.559,1,ICLTransformer,task_A_OOD
10,0.5465996207027826,0.7225512163892446,0.671516134262085,0.5914,1,ICLTransformer,task_A_OOD
11,0.5203399482670881,0.7425776248399488,0.6723774136543273,0.6018,1,ICLTransformer,task_A_OOD
12,0.5031269873073861,0.754121318822023,0.6596678971290588,0.6162,1,ICLTransformer,task_A_OOD
13,0.49280336228283966,0.7618838028169014,0.6437190017700195,0.6292,1,ICLTransformer,task_A_OOD
14,0.4821550195104181,0.7692661651728553,0.6518539190292358,0.6342,1,ICLTransformer,task_A_OOD
15,0.47600944529116995,0.7710467349551856,0.6209939376831055,0.6586,1,ICLTransformer,task_A_OOD
16,0.4720629486857547,0.7751080345710627,0.6188204975128174,0.6614,1,ICLTransformer,task_A_OOD
17,0.46801088218041786,0.7772687259923176,0.6108887030601502,0.6744,1,ICLTransformer,task_A_OOD
18,0.46941028659383405,0.7781490076824584,0.6010257223129273,0.6772,1,ICLTransformer,task_A_OOD
19,0.4646251663737352,0.7785491357234315,0.5916775169372559,0.6796,1,ICLTransformer,task_A_OOD
0,0.6985049912474678,0.4989996798975672,0.6965476121902466,0.4936,2,ICLTransformer,task_A_OOD
1,0.6959826629537321,0.5042213508322664,0.6957257833480835,0.5112,2,ICLTransformer,task_A_OOD
2,0.6972100115768736,0.4997599231754161,0.6982037078857422,0.5002,2,ICLTransformer,task_A_OOD
3,0.6957542767292711,0.5020606594110115,0.6973746761322022,0.4908,2,ICLTransformer,task_A_OOD
4,0.6941473080315144,0.5035811459667093,0.6967899259567261,0.5004,2,ICLTransformer,task_A_OOD
5,0.6941334562478695,0.4988596350832266,0.6953475906372071,0.4956,2,ICLTransformer,task_A_OOD
6,0.6939481731871484,0.5002600832266325,0.6936383197784424,0.4896,2,ICLTransformer,task_A_OOD
7,0.693709018059485,0.49979993597951344,0.6927239149093628,0.5108,2,ICLTransformer,task_A_OOD
8,0.6935999058425503,0.5025008002560819,0.6955603036880493,0.4974,2,ICLTransformer,task_A_OOD
9,0.691976018278608,0.516845390524968,0.6979848934173584,0.4996,2,ICLTransformer,task_A_OOD
10,0.6860357416881947,0.5532570422535211,0.6956730278015136,0.514,2,ICLTransformer,task_A_OOD
11,0.6723230511675113,0.5825064020486556,0.7058936498641968,0.514,2,ICLTransformer,task_A_OOD
12,0.6020230834829059,0.672635243277849,0.708648560333252,0.5522,2,ICLTransformer,task_A_OOD
