epoch,train_loss,train_acc,val_loss,val_acc,seed,model,experiment
0,0.6977711496982013,0.5006402048655569,0.6963438479423523,0.5012,0,ICLTransformerNoLabels,task_A_ablation_no_labels
1,0.6966773099844342,0.49871959026888607,0.6966755540847779,0.5104,0,ICLTransformerNoLabels,task_A_ablation_no_labels
2,0.6976685823154816,0.4997199103713188,0.698909176826477,0.4984,0,ICLTransformerNoLabels,task_A_ablation_no_labels
3,0.6970797452822842,0.49925976312419973,0.6995435850143432,0.5042,0,ICLTransformerNoLabels,task_A_ablation_no_labels
4,0.695848969353909,0.5012003841229193,0.6972857919692993,0.492,0,ICLTransformerNoLabels,task_A_ablation_no_labels
5,0.694663724047579,0.5013404289372599,0.6938852758407593,0.5008,0,ICLTransformerNoLabels,task_A_ablation_no_labels
6,0.6939773371063945,0.49991997439180536,0.6933439388275147,0.5066,0,ICLTransformerNoLabels,task_A_ablation_no_labels
7,0.6935841092379542,0.5043814020486556,0.6934761646270752,0.4958,0,ICLTransformerNoLabels,task_A_ablation_no_labels
8,0.693779421982173,0.49925976312419973,0.6930788140296936,0.5086,0,ICLTransformerNoLabels,task_A_ablation_no_labels
9,0.6936414082285384,0.49767925736235596,0.693072908782959,0.5134,0,ICLTransformerNoLabels,task_A_ablation_no_labels
10,0.6934847414264605,0.49893966069142126,0.6928958105087281,0.5116,0,ICLTransformerNoLabels,task_A_ablation_no_labels
11,0.6935325956375132,0.49911971830985913,0.6931390001296998,0.5032,0,ICLTransformerNoLabels,task_A_ablation_no_labels
12,0.6933049777863731,0.5035811459667093,0.6933569778442383,0.4962,0,ICLTransformerNoLabels,task_A_ablation_no_labels
13,0.693183144823995,0.505461747759283,0.6933729290008545,0.4994,0,ICLTransformerNoLabels,task_A_ablation_no_labels
14,0.693228567531869,0.5034611075544174,0.6926404542922974,0.5172,0,ICLTransformerNoLabels,task_A_ablation_no_labels
15,0.6932127600900647,0.5014204545454546,0.6932534080505371,0.4924,0,ICLTransformerNoLabels,task_A_ablation_no_labels
16,0.6932216630091893,0.49825944302176695,0.6931141833305359,0.5056,0,ICLTransformerNoLabels,task_A_ablation_no_labels
17,0.6931610631729057,0.5017805697823303,0.6930960035324096,0.5032,0,ICLTransformerNoLabels,task_A_ablation_no_labels
18,0.6931734750579169,0.49839948783610755,0.6931964849472045,0.4878,0,ICLTransformerNoLabels,task_A_ablation_no_labels
19,0.6931524525531275,0.4998599551856594,0.693105998802185,0.5118,0,ICLTransformerNoLabels,task_A_ablation_no_labels
0,0.6980904980291935,0.502900928297055,0.6986053059577942,0.489,1,ICLTransformerNoLabels,task_A_ablation_no_labels
1,0.6965672323401545,0.49969990396927016,0.7010858427047729,0.4914,1,ICLTransformerNoLabels,task_A_ablation_no_labels
2,0.6974111195563049,0.5001800576184379,0.6966945816993714,0.5062,1,ICLTransformerNoLabels,task_A_ablation_no_labels
3,0.6970370664486659,0.49943982074263765,0.6950117849349976,0.5078,1,ICLTransformerNoLabels,task_A_ablation_no_labels
4,0.6959922815101858,0.5011803777208707,0.6970904451370239,0.4902,1,ICLTransformerNoLabels,task_A_ablation_no_labels
5,0.6946018757191266,0.4998799615877081,0.6935039566993714,0.502,1,ICLTransformerNoLabels,task_A_ablation_no_labels
6,0.6941827116641437,0.5,0.6935777368545533,0.5086,1,ICLTransformerNoLabels,task_A_ablation_no_labels
7,0.6939680122230178,0.4997399167733675,0.6939197862625122,0.4982,1,ICLTransformerNoLabels,task_A_ablation_no_labels
8,0.6936378118781213,0.5044214148527529,0.6941499332427978,0.499,1,ICLTransformerNoLabels,task_A_ablation_no_labels
9,0.6936442715410387,0.5020406530089628,0.6954115641593933,0.491,1,ICLTransformerNoLabels,task_A_ablation_no_labels
10,0.6934712182697047,0.49917973751600514,0.6937096185684204,0.4922,1,ICLTransformerNoLabels,task_A_ablation_no_labels
11,0.693495215817084,0.49813940460947503,0.6939944589614868,0.4946,1,ICLTransformerNoLabels,task_A_ablation_no_labels
12,0.693346109341415,0.5013204225352113,0.694314966583252,0.4762,1,ICLTransformerNoLabels,task_A_ablation_no_labels
13,0.6934393629069212,0.49817941741357236,0.6932054439544678,0.4996,1,ICLTransformerNoLabels,task_A_ablation_no_labels
14,0.6932950501405323,0.4983794814340589,0.6931326752662659,0.517,1,ICLTransformerNoLabels,task_A_ablation_no_labels
15,0.6931795103907127,0.500520166453265,0.6931390727996826,0.503,1,ICLTransformerNoLabels,task_A_ablation_no_labels
16,0.6932152643246474,0.5003201024327785,0.6932433730125427,0.4928,1,ICLTransformerNoLabels,task_A_ablation_no_labels
17,0.693236259431143,0.49993998079385404,0.6931505205154419,0.5156,1,ICLTransformerNoLabels,task_A_ablation_no_labels
18,0.693189932579573,0.4984995198463508,0.6932032976150513,0.493,1,ICLTransformerNoLabels,task_A_ablation_no_labels
19,0.6931703856140947,0.4985995518565941,0.6931476795196533,0.5084,1,ICLTransformerNoLabels,task_A_ablation_no_labels
0,0.6985528147022184,0.49815941101152367,0.6959609026908875,0.4856,2,ICLTransformerNoLabels,task_A_ablation_no_labels
1,0.696315239470991,0.4995998719590269,0.6967226284027099,0.497,2,ICLTransformerNoLabels,task_A_ablation_no_labels
2,0.6972408919725162,0.5020006402048656,0.6989594208717346,0.4966,2,ICLTransformerNoLabels,task_A_ablation_no_labels
3,0.696846161853336,0.5024607874519846,0.6968461324691773,0.4946,2,ICLTransformerNoLabels,task_A_ablation_no_labels
4,0.6955864237151592,0.5026808578745199,0.6953680274963379,0.5026,2,ICLTransformerNoLabels,task_A_ablation_no_labels
