epoch,train_loss,train_acc,val_loss,val_acc,seed,model,experiment
9,0.6935623546873867,0.4957186299615877,0.6930401853561401,0.5064,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.1
10,0.6934432672782683,0.49843950064020487,0.6939925387382507,0.4972,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.1
11,0.6933708826649967,0.4996198783610755,0.6931770774841308,0.4958,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.1
12,0.6933688309220132,0.501220390524968,0.6931185907363892,0.4998,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.1
13,0.693170767282249,0.5030609795134443,0.6930130978584289,0.508,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.1
14,0.6915607892749557,0.5240677016645326,0.6865830817222596,0.5446,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.1
15,0.6861977634448249,0.5512163892445583,0.6829160002708435,0.5626,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.1
16,0.6830777369449141,0.5623799615877081,0.6791789506912231,0.5732,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.1
17,0.6827428714871865,0.5614396606914213,0.6765143329620361,0.5808,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.1
18,0.6813804531677432,0.5636603713188221,0.6776260654449463,0.573,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.1
19,0.681742291444395,0.5633602752880922,0.6741212715148925,0.5838,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.1
