epoch,train_loss,train_acc,val_loss,val_acc,seed,model,experiment
10,0.6933012349810094,0.5058018565941101,0.6930864976882934,0.5038,1,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
11,0.6933988171716658,0.5014004481434059,0.6933505784988403,0.4964,1,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
12,0.6932907226601575,0.4997599231754161,0.6925298590660095,0.521,1,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
13,0.693178880687865,0.5049015685019206,0.6915091889381408,0.5228,1,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
14,0.6908680155548945,0.5294694302176697,0.6863751588821411,0.5608,1,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
15,0.688206797372669,0.5421935019206146,0.6804966470718384,0.571,1,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
16,0.6868859292145117,0.5454945582586428,0.6798786938667297,0.5686,1,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
17,0.6874735396589116,0.545074423815621,0.6776009689331055,0.5778,1,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
18,0.6856889358403283,0.5507962548015365,0.6779112854003906,0.5792,1,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
19,0.6860308420490211,0.5494558258642765,0.6750092723846436,0.5872,1,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
0,0.6984986746814889,0.4986395646606914,0.6948099020004272,0.5088,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
1,0.6960259349337002,0.504121318822023,0.6957268285751342,0.4978,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
2,0.6972579711072728,0.5001000320102432,0.6974011654853821,0.4984,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
3,0.6957592468102977,0.5016005121638925,0.6952888195037842,0.4948,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
4,0.6941524457839936,0.5028409090909091,0.6973789650917053,0.4992,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
5,0.6941421798188311,0.4986395646606914,0.6955069557189941,0.4964,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
6,0.6939524034379234,0.49965989116517284,0.693292772769928,0.4902,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
7,0.693729494658994,0.4988596350832266,0.6930062998771668,0.5102,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
8,0.6936438063805906,0.5015805057618438,0.6932368021965026,0.4948,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
9,0.6935633990279233,0.49547855313700384,0.6930429935455322,0.5074,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
10,0.6934464353300087,0.49881962227912935,0.6939978731155395,0.4972,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
11,0.6933773491965671,0.49965989116517284,0.6931807455062866,0.4952,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
12,0.6933776303534318,0.5016405249679897,0.693143385887146,0.5016,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
13,0.6932183198831146,0.5017005441741357,0.693181326007843,0.4972,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
14,0.6932790581609162,0.49663892445582586,0.6932378391265869,0.5034,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
15,0.6932342017353268,0.4970790653008963,0.6931765209197998,0.4974,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
16,0.693214985533652,0.49655889884763127,0.693041262626648,0.5126,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
17,0.6931722225208746,0.5002400768245838,0.6930970216751099,0.5042,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
18,0.6931757398817817,0.4987395966709347,0.6931223979949951,0.5088,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
19,0.693157534440562,0.49941981434058896,0.6931633045196534,0.4866,2,ICLTransformerNoisyLabels,task_A_ablation_noisy_labels_p0.2
